52	38	52.06667	39	506494140	Rana_temporaria
52	38	52.06667	39	506494142	Rana_temporaria
-16	50	-16.83333	49.91667	121822982	Mantella_ebenaui
-16	50	-16.83333	49.91667	121822984	Mantella_ebenaui
-16	50	-16.83333	49.91667	121822986	Mantella_ebenaui
-16	50	-16.83333	49.91667	121822988	Mantella_ebenaui
-16	50	-16.83333	49.91667	121822990	Mantella_ebenaui
-16	50	-16.83333	49.91667	121822992	Mantella_ebenaui
-16	50	-16.83333	49.91667	121822994	Mantella_ebenaui
40	38	40.91698	38.38741	16588905	Rana_macrocnemis
40	38	40.91698	38.38741	16588931	Rana_macrocnemis
40	38	40.91698	38.38741	16588933	Rana_macrocnemis
32	-114	32.27863	-114.96637	387930453	Anaxyrus_punctatus
32	-114	32.27863	-114.96637	387930467	Anaxyrus_punctatus
32	-114	32.27863	-114.96637	387930471	Anaxyrus_punctatus
32	10	33.820000	8.110000	308228519	Pelophylax_saharicus
32	10	33.750000	8.810000	308228527	Pelophylax_saharicus
36	110	34.38228	109.47042	11907818	Andrias_davidianus
36	110	34.38228	109.47042	11907824	Andrias_davidianus
36	110	35.34444	111.99889	399571742	Andrias_davidianus
36	110	35.34444	111.99889	399571744	Andrias_davidianus
28	122	28.79759	120.22828	21388577	Ranodon_sibiricus
28	122	28.79759	120.22828	21450026	Ranodon_sibiricus
40	18	38.9923	16.3324	343159958	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159960	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159962	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159964	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159966	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159968	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159970	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159972	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159974	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159976	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159978	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159980	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159982	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159984	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159986	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159988	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159990	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159992	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159994	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159996	Salamandrina_terdigitata
40	18	38.9923	16.3324	343159998	Salamandrina_terdigitata
